nameGiven,starting_age,ending_age,career_length
Dustin Michael,26,26,0
Alfred Henry,127,127,0
Christian Stanford,26,26,0
Robert Leon,119,119,0
William Jose,22,22,0
Frank Pierce,31,31,0
Joseph Rosenblum,123,123,0
Isaac B.,28,28,0
David Hans,19,19,0
Henry Omer,124,124,0
Allen Wilbert,129,129,0
William Joseph,23,23,0
Clytus George,22,22,0
Stanley W.,121,121,0
Sidney Wright,128,128,0
Michael John,26,26,0
John Hutchins,25,25,0
Ralph Albert,122,122,0
Jack,126,126,0
Vincent Michael,26,26,0
Omar,29,29,0
Engel Manuel,24,24,0
Arthur Melville,21,21,0
Joseph Anthony,130,130,0
Timothy William,26,26,0
Ira Allison,23,23,0
Michael John,25,25,0
James Thomas,-3,-3,0
Frank Gustav,23,23,0
James Milton,126,126,0
Christopher Sean,22,22,0
William McKinley,124,124,0
Lawrence,19,19,0
George Burnett,121,121,0
Dimitrios Speros,31,31,0
George W.,20,20,0
Louis Walter,120,120,0
Harry Edward,128,128,0
John Edward,22,22,0
Alexander Roger,20,20,0
Ernest Joseph,28,28,0
John Morris,131,131,0
Harry Owen,125,125,0
Joseph William,128,128,0
Ralph William,25,25,0
Kevin Gerard,25,25,0
Christopher Charles,29,29,0
Lewis Paige,29,29,0
Martin Henry,122,122,0
Richard Henry,25,25,0
Timothy Lamar,23,23,0
Ernest George Bernard,124,124,0
Steven Scott,23,23,0
Desmond Aloysius,121,121,0
Clarence Scott,130,130,0
Melvin Brian,23,23,0
Eugene T.,25,25,0
James Lawrence,122,122,0
Kevin Donnell,23,23,0
Cameron Rock,23,23,0
William Eugene,129,129,0
Dallas James,25,25,0
Joseph Sam,123,123,0
Robert Burnette,124,124,0
David Lee,26,26,0
Richard Leroy,127,127,0
Harold Douglas,26,26,0
Manuel Elias,-69,-69,0
Marion Danne,-13,-13,0
Austin David,28,28,0
James Audrey,124,124,0
Cristhian Pascual,23,23,0
Adam Joseph,26,26,0
George Allen,124,124,0
Johnny Ray,23,23,0
Joseph Lawrence,129,129,0
Jose Dariel,27,27,0
Juan de Dios,26,26,0
William Edward,23,23,0
Francis Patterson,21,21,0
Ody Cleon,122,122,0
Leander Franklin,28,28,0
John W.,21,21,0
John Harry,21,21,0
Steven Thomas,26,26,0
Richard Earl,122,122,0
Lane Weston,25,25,0
Robert Melvin,25,25,0
Joseph Edward,125,125,0
Charles Dwight,125,125,0
Reuben Alexander,127,127,0
Ryan Scott,24,24,0
Jesus Alexander,24,24,0
Patrick Howard,26,26,0
Nicholas Mark,24,24,0
Joseph Peter,25,25,0
Andrew,28,28,0
Francis Burt,28,28,0
Frederick Joseph,128,128,0
Albert Earl,125,125,0
Gibson Alberto,28,28,0
George Wilson,122,122,0
John Leckie,23,23,0
Aaron Samuel,23,23,0
Ernest Matthias,126,126,0
Walter Emmons,125,125,0
Garvin James,25,25,0
Edwin,27,27,0
Dana Eric,25,25,0
Roy Emilio,23,23,0
Clemente Rafael,32,32,0
Dario Rafael,25,25,0
Jesse Hall,25,25,0
Ronald Frederick,29,29,0
Fletcher Manson,124,124,0
William,22,22,0
Robert George,23,23,0
Gair Roosevelt,23,23,0
Dustin R.,28,28,0
John Marshall,124,124,0
Frank Erwin,26,26,0
Hezekiah,21,21,0
Horace Tanner,120,120,0
Cyrus Alban,24,24,0
James Bradley,25,25,0
Arismendy,23,23,0
Harold John,126,126,0
John Forbes,129,129,0
Hugh,120,120,0
Jason,27,27,0
William Henry,26,26,0
Robert,125,125,0
Robert Earl,123,123,0
Luis A.,25,25,0
Justin Scott,28,28,0
Charles Morgan Herbert,26,26,0
Thomas William,129,129,0
Randall Carl,24,24,0
James Marion,124,124,0
Rudolph,21,21,0
Barbaro Erisbel,24,24,0
Leycester Doyle,127,127,0
Albert,24,24,0
Derek Alfred,26,26,0
Harry Herbert,122,122,0
Hubert Burley,123,123,0
Pedro Alberys,26,26,0
Ednel Javier,22,22,0
Benito,24,24,0
Arthur Herman,118,118,0
Grover Cleveland,125,125,0
Harry Lewis,130,130,0
James Hopkins,25,25,0
Edgar Suter,122,122,0
Joseph Allen,25,25,0
Charles Percy,120,120,0
Mack Neal,22,22,0
Richard John,28,28,0
Xavier Tyrone,22,22,0
William Oscar,128,128,0
James Epherium,30,30,0
Drew Thomas,25,25,0
Edward John,127,127,0
Harold,128,128,0
Steven C.,25,25,0
William Edward,130,130,0
Robert Chase,27,27,0
Walter,122,122,0
Michael James,27,27,0
Wingo Charlie,124,124,0
George Lee,25,25,0
James Pratt,25,25,0
John Edward,32,32,0
John Richard,24,24,0
Kim Darrell,22,22,0
Elbert DeVore,124,124,0
Ernest Henry,128,128,0
Stephen Michael,28,28,0
Clayton John,22,22,0
Daniel Miers,20,20,0
Rinaldo Joseph,128,128,0
Marcos Rafael,24,24,0
Rodolfo,28,28,0
Russell Loris,132,132,0
Scott Gentry,26,26,0
Orie Edgar,134,134,0
Larry Wayne,26,26,0
Willis S.,21,21,0
Harry Gregory,124,124,0
Orville Martin,126,126,0
William Reginald,31,31,0
Noble George,122,122,0
Howard Elmer,122,122,0
Dean William,28,28,0
William Perley,27,27,0
Joseph,128,128,0
William James,26,26,0
Matthew Ryan,26,26,0
Thomas Samuel,125,125,0
William Wiman,27,27,0
Frederick Romaine,125,125,0
Matthew Antonio,23,23,0
Angel Valdes,126,126,0
Daniel Denison,22,22,0
Terry Paul,-56,-56,0
Hugo Francis,17,17,0
Randor,24,24,0
Brett Aaron,24,24,0
Elliot Allardice,132,132,0
James Melvin,125,125,0
Charles Orval,126,126,0
Ivan Edward,125,125,0
George William,26,26,0
Lloyd Clifton,124,124,0
Michael David,25,25,0
Frank H.,28,28,0
William Henry,121,121,0
George Anton,27,27,0
John William,125,125,0
Robert Benjamin,22,22,0
Stephen Alexander,122,122,0
Frank Zephrin,23,23,0
George Raymond,21,21,0
James Edward,131,131,0
William Lamar,22,22,0
James Charles,19,19,0
Jeffrey Allen,24,24,0
James William,20,20,0
Franklin Lyle,122,122,0
Frederick Cyril,25,25,0
Roman Mathias,127,127,0
Jason Robert,29,29,0
Clarence Benjamin,124,124,0
Louis Eugene,120,120,0
Markus Lynn,22,22,0
Thomas Anthony,23,23,0
Henry Arcado,127,127,0
Joseph Carl,127,127,0
Walter Jacob,125,125,0
Carlos,26,26,0
Victor Hugo,24,24,0
Dennis Martin,125,125,0
Charles Joseph,24,24,0
Joseph Howard,130,130,0
Harry Thomas,131,131,0
Henry Washburn,27,27,0
Thomas Haney,29,29,0
John Renzie,120,120,0
Terry Wayne,27,27,0
Lawrence Hyer,127,127,0
John Kelly,21,21,0
Warren Frederick,22,22,0
Raymond Joseph,124,124,0
Frederick Stanley,23,23,0
Brett,27,27,0
Michael Robert,24,24,0
Robert Lawrence,125,125,0
Raymond,23,23,0
Isaiah,23,23,0
Frank Eugene,26,26,0
Benjamin Earl,25,25,0
Bird Wayne,131,131,0
John Leonard,122,122,0
Harvey Fred,124,124,0
James Andrew,24,24,0
Frank Ignatz,117,117,0
Frederick August,20,20,0
Gary Nelson,28,28,0
Howard Carleton,22,22,0
Tony Hemiphere,24,24,0
Nathan Garrett,29,29,0
John Falconor,121,121,0
George W.,26,26,0
George Franklin,125,125,0
Henry Peter,27,27,0
James Nathaniel,126,126,0
Rae Bertrum,130,130,0
William Ellsworth,25,25,0
Louis Nathan,132,132,0
Lincoln Howard,122,122,0
Seabron Jesse,129,129,0
George Morris,20,20,0
William John,121,121,0
Adlai Wendell,126,126,0
Lisalverto,24,24,0
Joseph Peter,21,21,0
Michael P.,26,26,0
Cecil Glenford,124,124,0
Henry Tate,124,124,0
George Drummond,127,127,0
Joseph,126,126,0
Carl Theodore,28,28,0
John,-48,-48,0
Charles Dickens,120,120,0
William Horace,126,126,0
Paul Stanley,27,27,0
Frank Bernard,24,24,0
William Clarke,22,22,0
Jeffrey Alan,25,25,0
Melvin Edward,131,131,0
John Charles,129,129,0
Andrew Cottrell,22,22,0
Henry Landers,120,120,0
Robert Allen,27,27,0
Alexander Francis,133,133,0
Medric Charles Francis,128,128,0
Steven James,24,24,0
Christopher,26,26,0
Justin James,26,26,0
David Timon,123,123,0
Emmons Joseph,122,122,0
Sutherland McCoy,25,25,0
Benjamin James,124,124,0
Michael Craig,24,24,0
Ryan David,26,26,0
Joseph Warwick,126,126,0
Norman Cobb,22,22,0
John Paul,25,25,0
Clarence Wilbur,128,128,0
Edgar Dudley,130,130,0
Roy,26,26,0
William Aloysius,123,123,0
Richard Realf,122,122,0
Alfred,123,123,0
Arthur Washington,126,126,0
Harvey Alfred,23,23,0
Brian Phelan,27,27,0
Clifford Francis,123,123,0
Stephen Douglas,26,26,0
James Joseph,20,20,0
Dallas Carl,122,122,0
George Thomas,28,28,0
Joseph Siah,132,132,0
Ryan J.,23,23,0
John Thomas,123,123,0
George Washington,132,132,0
Edward J.,22,22,0
John Bellew,123,123,0
James John,122,122,0
Marshall Wayne,25,25,0
George H.,21,21,0
Henry Victor,128,128,0
Albert Joseph,28,28,0
Steven Bert,27,27,0
Donald Eugene,30,30,0
William D.,35,35,0
John James,120,120,0
John Givler,124,124,0
Andrew Warren,26,26,0
Lois Weldon,27,27,0
James R.,29,29,0
Emmett Jerome,124,124,0
Grover Bill,127,127,0
Brent Raymond,25,25,0
Shane Patrick,26,26,0
William G.,24,24,0
Elmari Wilhelm,123,123,0
James Harvey,129,129,0
Travis Charlton,24,24,0
Frank Jay,25,25,0
Gary Lee,23,23,0
Mark Joseph,30,30,0
Charles John,124,124,0
Jay Cook,25,25,0
Jesse Robert,126,126,0
John Edward,20,20,0
Kevin John,25,25,0
Jaime Lee,27,27,0
Harold Frederick,127,127,0
David Andrew,25,25,0
Jake T.,25,25,0
James Forrest,129,129,0
Ryan J.,27,27,0
Albert C.,39,39,0
Thomas Ray,27,27,0
Gary Scott,29,29,0
Frederick Bristol,19,19,0
Cyril Owen,127,127,0
Morgan Gardner,63,63,0
George Donald,26,26,0
Joshua,30,30,0
Nelson Edward,34,34,0
Dylan Matthew,20,20,0
Malton Joseph,125,125,0
John Patrick,125,125,0
Larry Wayne,23,23,0
Joseph Peter,128,128,0
Hiram Alexis,26,26,0
Chauncey DePew,123,123,0
Patrick Edward,123,123,0
John Jeirus,128,128,0
Joseph Francis,124,124,0
James Joseph,125,125,0
Charles Brittingham,123,123,0
George Walter,40,40,0
William John,25,25,0
Nicholas Gregory,27,27,0
Joseph Henry,124,124,0
Michael Thomas,28,28,0
Christopher Shaun,26,26,0
Adam Christopher,25,25,0
Charles Thomas,127,127,0
Daniel John,28,28,0
Timothy Edward,23,23,0
Frank Dean,35,35,0
Isaac Burr,129,129,0
Donald Lee,19,19,0
Harry J.,24,24,0
Alva Burton,20,20,0
George Harvie,124,124,0
Alexander Thomson,121,121,0
Gerald Wilford,122,122,0
James Joseph,126,126,0
James William,127,127,0
Christopher Andy,26,26,0
Jeffrey Alan,21,21,0
James Edward,25,25,0
Willis Everett,120,120,0
Ormond Hook,46,46,0
Joshua James,25,25,0
Frank,21,21,0
Joseph John,126,126,0
Thomas,126,126,0
Craig Thomas,23,23,0
Edgar Fidel,31,31,0
Benjamin Thomas,127,127,0
Edwar Alfonso,25,25,0
Alfredo A.,132,132,0
Alexander Alberto,29,29,0
Jeremy Scott,27,27,0
Jamie Monroe,27,27,0
Jerald Ray,27,27,0
Gary Allen,26,26,0
John J.,21,21,0
Joseph Henry,127,127,0
Jophery Clifford,23,23,0
Leon,28,28,0
John Lindsay,126,126,0
Frank,128,128,0
Freeman,55,55,0
Curtis,28,28,0
Daren Dwayne,-67,-67,0
Delos Hight,122,122,0
Alton Leo,26,26,0
Gary Barret,28,28,0
William Verna,119,119,0
Brooks Steven,29,29,0
Calvin Duane,22,22,0
Charles Edward,26,26,0
Walter Irving,132,132,0
Willard Jessie,132,132,0
Thomas William,23,23,0
Thomas Dale,29,29,0
Louis R.,127,127,0
Andrew,123,123,0
Raymond C.,-8,-8,0
Scott Edward,25,25,0
Prentice Almont,33,33,0
Paul Percival,120,120,0
Myrl Lincoln,128,128,0
Robert,132,132,0
Justin Thomas,25,25,0
Arlo Adolph,26,26,0
George F.,28,28,0
Derek Roszell,28,28,0
Edward T.,127,127,0
Duff Lechaun,24,24,0
Michael Edwin,27,27,0
Clifford Michael,27,27,0
Earle Francis,123,123,0
Frederick John,23,23,0
Gregory Scott,26,26,0
Tyson Colby,28,28,0
Bryce Everett,26,26,0
James Leroy,24,24,0
Delbert Henry,125,125,0
William Robertson,122,122,0
Olaf Selmar,124,124,0
Alonzo,26,26,0
Michael Quinn,27,27,0
Charles Robert,25,25,0
George Vincent,119,119,0
Ralph Harold,27,27,0
Alan Healey,24,24,0
Anthony Bruce,27,27,0
Francis Hasbrouck,20,20,0
James David,-33,-33,0
George Gates,29,29,0
Stephen Gilbert,122,122,0
August Schuster,128,128,0
William Hutchinson,129,129,0
Leon Clarence,26,26,0
Tarrik Jumaan,27,27,0
Brian Michael,25,25,0
Matthew Thomas,126,126,0
Sigmund Theodore,129,129,0
Louis Lester,131,131,0
Arthur Henry,124,124,0
Joseph John,33,33,0
Frederick H.,24,24,0
Edward Dwain,26,26,0
Aaron Lee,24,24,0
Kenneth Leroy,123,123,0
Charles Richard,130,130,0
Michael Timothy,25,25,0
Harry Glenville,126,126,0
Charles Herbert,123,123,0
Angel Rafael,25,25,0
Dilson Dario,25,25,0
Eider Lenina,25,25,0
Ruperto,21,21,0
Chester Leroy,123,123,0
Walter Anthony,129,129,0
Frederick Orlando,123,123,0
John Howard,26,26,0
Aloysius Joseph,120,120,0
William Louis,126,126,0
Sean Patrick,26,26,0
Carlos,-53,-53,0
Rene Michael,25,25,0
Cristobal,7,7,0
Jay King,126,126,0
David Michael,-51,-51,0
Thomas Lynn,-48,-48,0
Frank Adam,122,122,0
Blake M.,26,26,0
Harry Roy,121,121,0
Edgar Raymond,123,123,0
Stephen Joseph,125,125,0
Brian Lee,23,23,0
James,24,24,0
Carlos,23,23,0
Edward J.,24,24,0
John,27,27,0
Robert Gustave,124,124,0
Quincy Thomas,40,40,0
Nicholas Paul,24,24,0
Harold Arthur,22,22,0
Gregory Alan,31,31,0
George Alex,26,26,0
George Franklin,29,29,0
William F.,26,26,0
Johnnie Joseph,133,133,0
John Martin,126,126,0
John Patrick,124,124,0
Mason Reed,24,24,0
Marion Brooks,125,125,0
William Harrel,130,130,0
Jose,30,30,0
George Clarence,118,118,0
Andrew John,132,132,0
Gary Dale,21,21,0
Daniel Slaughter,125,125,0
Clay W.,25,25,0
John Lawrence,122,122,0
Verle Matthew,25,25,0
Raymond Frank,123,123,0
John Thomas,-13,-13,0
Frank E.,125,125,0
Fuller Weidner,122,122,0
Derek Ryan,24,24,0
Andrew M.,54,54,0
Andrew John,25,25,0
Bobby LaRue,25,25,0
William Walter,124,124,0
John Dudley,123,123,0
Jason Michael,25,25,0
Harold,130,130,0
Homer Thomas,121,121,0
Robert Joseph,20,20,0
Otis Benjamin,28,28,0
Will McLain,22,22,0
Taylor F.,27,27,0
Thomas Carl,123,123,0
Carl William,131,131,0
Frederick William,18,18,0
Edward Eugene,134,134,0
Yohanny,24,24,0
Hector Jose,25,25,0
John Silas,123,123,0
Jay Lowell,23,23,0
Andrew William,23,23,0
Glen Gann,22,22,0
Lawrence Delano,122,122,0
Kennys,24,24,0
Roberto Enrique,26,26,0
Rafael,21,21,0
Moses Calhoun,122,122,0
Anthony Russell,25,25,0
DeWayne Mathew,29,29,0
Clarence LeRoy,123,123,0
Christian Rafael,24,24,0
Henry,23,23,0
Eduardo Enrique,25,25,0
Elih Christopher,25,25,0
James Jordan,25,25,0
Albert Alfred,123,123,0
Frank Michael,27,27,0
Ryan Louis,25,25,0
John James,122,122,0
Drew Edward,24,24,0
Glenn Edward,19,19,0
Alvis Lindel,126,126,0
Carlos,25,25,0
Allen Francis,122,122,0
Louis Edward,123,123,0
William Louis,-14,-14,0
Vincent,128,128,0
Theodore Holhot,128,128,0
Robert Edward,-38,-38,0
Thomas Lovatt,125,125,0
Howard Earle,122,122,0
Jeffrey Dean,23,23,0
Elmer Strange,124,124,0
Jeremiah,32,32,0
Edward Lawrence,126,126,0
Eugene Joseph,126,126,0
Lucas Newton,124,124,0
Samuel Johnathan,22,22,0
Matthew David,29,29,0
Kenneth Charles,24,24,0
Michael Edward,128,128,0
Scott Matthew,28,28,0
Frederick Theodore,26,26,0
Bernard Bartholomew,124,124,0
Maurice William,128,128,0
Charles Karel,122,122,0
Edwin Parker,124,124,0
James Frederick,132,132,0
Frederick Franklin,123,123,0
James Emerson,126,126,0
Cecil Washington,130,130,0
Oscar Wayne,26,26,0
Earl Carlton,124,124,0
David Burton,25,25,0
George Henry,126,126,0
R T,27,27,0
William Ray,25,25,0
Henry Alexander,26,26,0
Ernest Lewis,136,136,0
Onesime Eugene,25,25,0
Harry Henry,119,119,0
Robert Garfield,127,127,0
Rene,28,28,0
Rogelio Lazaro,124,124,0
Benjamin Beltran,25,25,0
John Gill,28,28,0
Carlos Alberto,26,26,0
Cesar Miguel,25,25,0
Rafael Emilio,23,23,0
Fred James,133,133,0
Joseph Patrick,121,121,0
Charles Leonard,22,22,0
James Thomas,127,127,0
Joseph R.,27,27,0
John Gabriel,124,124,0
Michael John,50,50,0
Thomas Joseph,121,121,0
Walter William,123,123,0
James Bernard,122,122,0
John William,40,40,0
Richard Carter,25,25,0
Wei-Chung,22,22,0
Clarence Curtis,124,124,0
Anthony Bruce,27,27,0
Frederick Renshaw,126,126,0
Donald Allen,27,27,0
Harry Clinton,130,130,0
Clarence Eugene,125,125,0
James Leo,124,124,0
Norman Edward,127,127,0
John Francis,126,126,0
Cornelius Robert,125,125,0
David Peter,30,30,0
Austin Edward,123,123,0
Thomas Gentry,127,127,0
Lincoln William,126,126,0
George Edward,127,127,0
Gregory James,23,23,0
Steven Craig,24,24,0
Dustin James,29,29,0
William Henry,26,26,0
Robert Cecil,21,21,0
David Roger,25,25,0
James Edward,125,125,0
Enrico Aliceno,30,30,0
William,123,123,0
John Andrew,123,123,0
James H. H.,21,21,0
John Joseph,23,23,0
Harold Charles,123,123,0
Edward Emory,123,123,0
Jonathan Edgar,22,22,0
Joseph Nichols,127,127,0
Colin Norval,25,25,0
Robert Colby,26,26,0
Albert,27,27,0
Ellwood Otto,25,25,0
Abraham Lincoln,128,128,0
Richard Frank,125,125,0
Paul Horine,129,129,0
Charles James,126,126,0
Tsuyoshi,33,33,0
Frank Orum,126,126,0
Jason Robert,28,28,0
Philip Vance,129,129,0
John Henry,121,121,0
Christian Frederick Wilhelm,49,49,0
Anthony John,21,21,0
Henry Bert,128,128,0
Alexander,26,26,0
Joseph John,22,22,0
Joshua Warren,23,23,0
Olen Edward,125,125,0
Ismael,24,24,0
David Kent,23,23,0
Kenneth Edward,27,27,0
Charles Anthony,22,22,0
Moses Fleetwood,28,28,0
Christian Dickson,23,23,0
Joseph Richard,125,125,0
Walter S.,24,24,0
Welday Wilberforce,24,24,0
James Huey,132,132,0
Michael Aaron,27,27,0
Martin Van Buren,129,129,0
Matthew William,24,24,0
Joseph Bernard,126,126,0
Wilbur Donald,28,28,0
William Sumner,23,23,0
Irving J.,129,129,0
Christopher Robert,27,27,0
Edwin Joseph,130,130,0
Albert Charles,125,125,0
Thomas Fred,122,122,0
George Frederick,23,23,0
William Barney,122,122,0
William Edward,21,21,0
Robert Arthur,128,128,0
Adel,133,133,0
Edward Perry,29,29,0
Edward Morris,25,25,0
Willard Elmer,22,22,0
Elder Lafayette,29,29,0
John Wallace,126,126,0
Frank Thomas,20,20,0
King Solomon,32,32,0
Stephen Vincent,128,128,0
David Sean,24,24,0
Chase Coleman,25,25,0
Myron Alan,21,21,0
Samuel Lambeth,126,126,0
George William,18,18,0
Andrew Steven,25,25,0
James Michael,24,24,0
Dwight Lyman Moody,126,126,0
James Patrick,25,25,0
Huyler,25,25,0
Oscar William,125,125,0
John Franklin,21,21,0
Matthew Robert O'Neil,26,26,0
Alfred John,124,124,0
Wesley Guy,26,26,0
Thomas Joseph,126,126,0
Jack Franklin,29,29,0
Zelous Lamar,27,27,0
James Francis,123,123,0
George Harrison,129,129,0
Stefan Matthew,24,24,0
William Carl,127,127,0
Jeffrey Barret,26,26,0
Charles Edward,133,133,0
Charles D.,119,119,0
Richard,120,120,0
Donald Wesley,127,127,0
Edward Leroy,124,124,0
Edward Raymond,130,130,0
Oliver Henry,127,127,0
Matthew Scott,27,27,0
Milton Edward,121,121,0
Michael Paul,26,26,0
Floyd John,122,122,0
John George,28,28,0
Stanley Aaron,128,128,0
Jared Linn,27,27,0
John Frederick,122,122,0
Willie James,-5,-5,0
Terry,27,27,0
Harry Monroe,128,128,0
Herbert,127,127,0
George,6,6,0
Joseph Harold,121,121,0
Elmer William,127,127,0
Charles Albert,129,129,0
Robert Clinton,121,121,0
Frank,126,126,0
Walter L.,22,22,0
Albert Bailey,121,121,0
Kenneth Albert,123,123,0
Frank Marion,129,129,0
Earl Sidney,-30,-30,0
John Thomas,122,122,0
Robert Michael,30,30,0
Harvey Lennox,31,31,0
Scott Allen,25,25,0
Stephen Douglas,26,26,0
Thomas Gray,27,27,0
Julius Neal,31,31,0
Cleon Earl,125,125,0
Charles P.,30,30,0
Joseph Edward,22,22,0
Neil Aaron,26,26,0
William Joseph,122,122,0
Willie Fred,130,130,0
Roger Edward,26,26,0
Mathias John,126,126,0
Barton Wallace,29,29,0
Lloyd Jeffrey,24,24,0
Clay Pflibson,25,25,0
Clinton Wayne,22,22,0
Lance Frederick,25,25,0
Jordan William,24,24,0
Roy Franklin,129,129,0
Robert George,27,27,0
William,24,24,0
William Frederick,128,128,0
Stephen Graeling,26,26,0
Jeffrey Lynn,24,24,0
Albert Myron,130,130,0
Elmer Henry,130,130,0
Russell Charles,129,129,0
Lawrence King,21,21,0
Walter Ernest,25,25,0
Herbert Macon,129,129,0
Carl Eugene,124,124,0
Joseph John,126,126,0
Mauro Edward,24,24,0
Jose Antonio,122,122,0
John Francis,124,124,0
Peter Jude,26,26,0
William Francis,126,126,0
Charles Tadao,29,29,0
Walter Noble,123,123,0
Frank Patrick,23,23,0
Charles Ernest,24,24,0
Harry Lester,25,25,0
Randall E.,26,26,0
Joseph,27,27,0
Henry Joseph,127,127,0
Andrew Robert,26,26,0
Edward Henry,121,121,0
Eric Lamoine,23,23,0
James Leslie,22,22,0
Silas Albert,128,128,0
Claude Edward,128,128,0
Fred Thomas,126,126,0
John,127,127,0
Scott Joseph,26,26,0
Charles John,120,120,0
Thomas John,21,21,0
Walter Elton,122,122,0
James Andrew,53,53,0
Nathaniel Howard,124,124,0
Jackson Thomas,28,28,0
John Brodie,125,125,0
David Keith,24,24,0
Joseph,15,15,0
Julius,25,25,0
Fred,132,132,0
Leon Theo,121,121,0
Lester Evans,139,139,0
Marshall McDiarmid,123,123,0
Mark Westley,24,24,0
Matt Taylor,29,29,0
Anthony Joseph,24,24,0
Arthur Franklin,125,125,0
William,37,37,0
Elisha Alphonso,21,21,0
David Owen,121,121,0
Dana Lamont,26,26,0
Dale Jerome,25,25,0
Donald Reid,28,28,0
Glenn David,28,28,0
Earl Baxter,125,125,0
George Edward,21,21,0
Edmund Armand,125,125,0
Bobby Brooks,-30,-30,0
Clarence John,125,125,0
Matthew Littleton,29,29,0
Archibald Edwin,120,120,0
Nicholas Joseph,22,22,0
Hugh Edward,124,124,0
Gomer Russell,123,123,0
Thomas G.,124,124,0
Ernest Judson,4,4,0
Lester Wilbur,126,126,0
Samuel Marshall,125,125,0
Michael LaDon,28,28,0
William Clarence,124,124,0
Samuel O'Neil,25,25,0
Jason David,24,24,0
Edward,124,124,0
Frederick Russell,127,127,0
